dataset,model,seed,perturbation_rate,n_instances,mean_pred_drift,frac_pred_preserving,frac_plausible,shap_rank_sim_mean,shap_attr_sim_mean,shap_sign_cons_mean,lime_rank_sim_mean,lime_attr_sim_mean,lime_sign_cons_mean
gmsc,xgboost,0,0.1,50,0.5336707746610045,0.02,1.0,0.5878787878787878,0.1747428780818804,0.516,0.6121212121212121,0.7130083510818459,0.76
gmsc,xgboost,7,-0.1,50,0.07147956192493439,0.66,1.0,0.8477575757575757,0.8614493260643467,0.89,0.6509090909090908,0.8958599143826191,0.8859999999999999
gmsc,xgboost,7,-0.05,50,0.06715815752744675,0.66,1.0,0.8516363636363635,0.8598732697095639,0.892,0.6276363636363635,0.8907980611224755,0.872
gmsc,xgboost,7,0.05,50,0.5409893423318863,0.02,1.0,0.6007272727272727,0.1720444630515644,0.5479999999999999,0.5726060606060606,0.6720048011489002,0.762
gmsc,xgboost,7,0.1,50,0.5398958891630172,0.02,1.0,0.5459393939393938,0.18170166601869578,0.504,0.568,0.674621036380096,0.754
gmsc,xgboost,42,-0.1,50,0.07508024055510759,0.64,1.0,0.8753939393939393,0.8593685775296034,0.8859999999999999,0.6543030303030303,0.899288849590087,0.8560000000000001
gmsc,xgboost,42,-0.05,50,0.06799357064068318,0.6,1.0,0.8826666666666665,0.8580629648741785,0.89,0.6698181818181816,0.9003184702661894,0.86
gmsc,xgboost,42,0.05,50,0.5335806683450938,0.02,1.0,0.6012121212121211,0.1641894502412164,0.544,0.5852121212121212,0.7056498960322959,0.74
gmsc,xgboost,42,0.1,50,0.529326896443963,0.02,1.0,0.5781818181818181,0.17401314275056096,0.506,0.5507878787878787,0.7056883291948226,0.764
gmsc,xgboost,123,-0.1,50,0.07097118835896253,0.66,1.0,0.8669090909090909,0.8632238939066462,0.892,0.694060606060606,0.8944115638063738,0.846
gmsc,xgboost,123,-0.05,50,0.06708007883280516,0.66,1.0,0.875151515151515,0.8641628886846323,0.894,0.6753939393939393,0.8941216918179292,0.84
gmsc,xgboost,123,0.05,50,0.5459764385968446,0.04,1.0,0.5987878787878788,0.16367363624221898,0.528,0.5694545454545454,0.7044057012018515,0.728
gmsc,xgboost,123,0.1,50,0.541217843964696,0.04,1.0,0.5563636363636363,0.16603384297525398,0.502,0.5958787878787878,0.6855336405079268,0.7120000000000001
